Train_No,Journey_Duration_Hours,Total_Distance,Number_of_Stops
43771,2.25,57,14
43773,2.25,57,14
43791,2.0,46,13
43792,2.0833333333333335,47,17
43793,2.0,46,13
43794,2.5,42,12
43795,2.0833333333333335,46,13
43797,2.0,46,13
43801,2.1666666666666665,74,28
43802,2.0833333333333335,75,28
43803,2.1666666666666665,74,28
43804,1.5833333333333333,70,9
43805,2.1666666666666665,74,28
43806,2.0833333333333335,70,15
43820,2.3333333333333335,82,14
43821,2.5,82,16
43823,2.0,82,13
43831,0.5833333333333334,20,5
43832,0.5,20,8
43841,1.3333333333333333,52,17
43842,1.0833333333333333,47,16
43844,1.25,47,2
43847,1.9166666666666667,65,18
43851,2.0833333333333335,70,17
43852,2.5,75,29
43861,1.6666666666666667,51,13
43872,0.8833333333333333,29,13
43882,0.9166666666666666,34,13
43891,0.3333333333333333,4,3
43892,0.33333333333333215,10,4
43901,1.4166666666666667,52,21
43902,1.4166666666666667,52,21
43903,1.4166666666666667,52,21
43904,1.4166666666666667,52,21
43912,1.5,53,22
43921,0.16666666666666666,5,2
43932,2.8333333333333335,84,17
43934,2.8333333333333335,84,16
43936,2.3333333333333335,84,11
43938,2.6666666666666665,84,17
43941,3.4166666666666665,97,17
43942,3.25,97,18
43943,2.9166666666666665,97,15
43952,2.4166666666666665,63,15
47100,0.75,25,13
47101,0.75,25,13
47102,0.75,25,13
47103,0.8333333333333334,25,13
47104,0.75,25,13
47105,0.8333333333333334,25,13
47106,0.75,25,13
47107,0.75,25,13
47108,0.75,25,13
47109,0.75,25,13
47110,0.75,25,13
47111,0.9166666666666666,25,13
47112,0.75,25,13
47113,0.75,25,13
47114,0.75,25,13
47115,0.75,25,13
47116,0.9166666666666666,25,13
47117,0.75,25,13
47118,0.75,25,13
47119,0.75,25,13
47120,0.8,25,13
47121,0.75,25,13
47122,0.8333333333333334,25,13
47123,0.75,25,13
47124,0.75,25,13
47125,0.75,25,13
47126,0.75,23,13
47127,0.8333333333333334,23,13
47128,0.8666666666666667,23,13
47129,0.75,23,13
47130,0.8333333333333334,23,13
47131,0.75,23,13
47132,0.75,23,13
47133,0.8333333333333334,23,13
47134,0.75,23,13
47135,0.7833333333333333,23,13
47136,0.75,23,13
47137,0.75,23,13
47138,0.8333333333333334,23,13
47139,0.75,23,13
47140,0.7833333333333333,23,13
47141,0.75,23,13
47142,0.8333333333333334,23,13
47143,0.75,23,13
47144,0.75,23,13
47145,0.8333333333333334,23,13
47146,0.75,23,13
47147,0.75,23,13
47148,0.75,23,13
47149,1.3666666666666667,37,22
47150,1.2833333333333334,37,22
47151,1.3666666666666667,37,22
47152,1.25,37,22
47153,1.5,37,22
47154,1.2833333333333334,37,22
47155,1.3833333333333333,37,22
47156,1.2833333333333334,37,22
47157,1.4166666666666667,37,22
47158,1.3333333333333333,37,22
47159,1.5,37,22
47160,1.2833333333333334,37,22
47161,1.3333333333333333,37,22
47162,1.35,37,22
47163,1.3333333333333333,37,22
47164,1.4166666666666667,37,22
47165,1.45,37,22
47166,1.3666666666666667,37,22
47167,1.3333333333333333,37,22
47168,0.75,14,11
47169,1.3833333333333333,37,22
47170,1.4166666666666667,37,22
47171,1.2833333333333334,37,22
47172,0.5,14,11
47173,1.2833333333333334,37,22
47174,1.4166666666666667,37,22
47175,1.2833333333333334,37,22
47176,1.4,37,22
47177,1.45,37,22
47178,1.2833333333333334,37,22
47179,1.2833333333333334,37,22
47180,1.2833333333333334,37,22
47181,1.3333333333333333,37,22
47182,1.3333333333333333,37,22
47183,1.3666666666666667,37,22
47184,1.2666666666666666,37,22
47185,1.2833333333333334,37,22
47186,1.4166666666666667,37,22
47187,1.4166666666666667,37,22
47188,1.45,37,22
47189,1.3833333333333333,37,22
47190,1.4166666666666667,37,22
47191,1.3666666666666667,37,22
47192,1.2833333333333334,37,22
47193,1.3666666666666667,37,22
47194,1.5,37,22
47195,0.9166666666666666,22,12
47196,0.5,9,7
47197,1.1666666666666667,24,17
47198,1.5,37,22
47199,1.1166666666666667,24,17
47200,1.3333333333333333,24,17
47201,1.0833333333333333,24,17
47202,1.0833333333333333,24,17
47203,1.3333333333333333,37,22
47204,0.75,14,11
47205,0.5,14,11
47206,1.1166666666666667,25,17
47207,1.3333333333333333,37,22
47208,1.1166666666666667,25,17
47209,1.1166666666666667,25,17
47210,1.2833333333333334,37,22
47211,1.3333333333333333,37,22
47212,1.3333333333333333,37,22
47213,1.3333333333333333,37,22
47214,1.4166666666666667,37,22
47215,1.3333333333333333,37,22
47216,1.3333333333333333,37,22
47217,1.3333333333333333,37,22
47218,1.4166666666666667,37,22
47219,1.2833333333333334,37,22
47220,1.75,37,22
50101,6.583333333333333,251,22
50102,5.083333333333332,244,22
50103,8.75,347,38
50104,8.833333333333334,349,38
50105,11.416666666666666,486,49
50106,11.666666666666666,476,49
50107,2.5833333333333335,78,9
50108,2.1666666666666665,83,9
50119,0.8333333333333334,27,6
50120,0.75,27,7
51027,11.583333333333334,430,26
51028,10.75,430,29
51029,13.416666666666666,565,31
51030,13.333333333333334,566,34
51033,4.583333333333333,187,8
51034,4.666666666666667,187,7
51111,1.25,56,9
51112,1.25,56,9
51113,1.25,56,9
51114,1.25,56,9
51115,1.25,56,9
51116,1.25,56,9
51135,0.25,9,2
51136,0.25,9,2
51137,0.25,9,2
51138,0.25,9,2
51139,0.25,9,2
51140,0.25,9,2
51141,0.25,9,2
51142,0.25,9,2
51145,0.25,9,2
51146,0.25,9,2
51147,0.25,9,2
51148,0.25,9,2
51149,0.25,9,2
51150,0.25,9,2
51151,3.3333333333333335,108,8
51152,3.0,109,11
51153,12.5,444,48
51154,12.0,444,47
51157,9.583333333333334,306,37
51158,13.25,306,37
51181,5.25,262,30
51182,5.75,262,30
51183,9.5,361,36
51184,9.666666666666666,339,37
51187,17.916666666666668,642,71
51188,18.666666666666668,642,71
51189,22.166666666666668,610,64
51190,20.166666666666668,609,64
51195,3.75,132,15
51196,3.6666666666666665,132,16
51197,7.166666666666667,318,35
51198,9.0,318,36
51239,0.5833333333333334,22,4
51240,0.6666666666666666,22,4
51253,4.0,115,16
51254,3.1666666666666665,115,12
51255,2.1666666666666665,88,12
51256,2.1666666666666665,88,12
51259,2.0,78,12
51260,1.75,78,11
51261,2.9166666666666665,104,11
51262,4.25,104,12
51285,13.25,397,46
51286,10.083333333333334,397,47
51293,4.416666666666667,167,20
51294,4.75,167,18
51317,3.0833333333333335,91,19
51318,3.0,91,20
51347,3.1666666666666665,120,16
51348,1.25,43,6
51350,1.75,77,11
51401,9.333333333333334,314,34
51402,10.25,311,34
51405,5.75,212,24
51406,5.333333333333333,212,24
51407,1.25,47,8
51408,1.3333333333333333,47,6
51409,10.25,325,42
51410,11.666666666666666,326,41
51411,6.5,229,29
51412,6.166666666666667,208,24
51419,7.5,278,35
51420,7.416666666666667,279,33
51421,20.166666666666668,769,83
51422,21.25,769,76
51423,2.8333333333333335,123,15
51424,3.4166666666666665,123,15
51425,10.916666666666666,427,36
51426,9.75,437,35
51427,1.4166666666666667,47,7
51428,1.25,47,7
51429,1.6666666666666667,54,8
51430,1.5833333333333333,54,9
51431,5.25,188,22
51432,4.666666666666667,188,21
51433,15.583333333333334,523,52
51434,17.083333333333332,511,52
51435,4.583333333333333,145,19
51436,4.333333333333333,145,19
51437,4.583333333333333,189,17
51438,4.333333333333333,189,17
51441,4.583333333333333,180,24
51442,5.0,180,24
51451,3.1666666666666665,120,16
51452,3.25,121,16
51458,0.75,20,2
51461,3.4166666666666665,137,17
51462,3.1666666666666665,137,16
51463,3.4166666666666665,137,16
51464,3.5,137,16
51601,7.25,261,31
51602,8.166666666666666,264,31
51603,6.5,263,32
51604,7.666666666666668,266,32
51605,8.0,256,28
51606,8.25,253,28
51607,2.9166666666666665,118,17
51608,2.9166666666666665,118,17
51609,2.9166666666666665,118,17
51610,3.0,118,17
51611,8.833333333333334,303,38
51612,8.833333333333334,303,38
51671,9.75,434,44
51672,10.166666666666666,434,44
51673,8.666666666666666,434,40
51674,10.833333333333334,434,40
51675,9.083333333333334,316,34
51676,10.333333333333334,316,34
51678,2.8333333333333335,81,11
51679,9.916666666666666,316,36
51680,9.666666666666666,316,36
51685,0.8333333333333334,32,5
51686,0.9166666666666666,33,5
51687,0.9166666666666666,32,5
51688,0.9166666666666666,33,5
51701,6.333333333333333,238,26
51702,6.166666666666667,238,26
51703,4.0,124,18
51704,3.5833333333333335,121,17
51705,3.9166666666666665,121,17
51706,3.75,121,17
51708,4.166666666666667,124,18
51753,11.5,401,30
51754,13.666666666666666,403,30
51755,2.9166666666666665,86,11
51756,3.25,86,11
51763,2.0833333333333335,77,10
51764,2.75,77,10
51765,3.0833333333333335,77,10
51766,2.0,77,10
51803,6.25,221,26
51804,6.333333333333333,221,26
51805,7.083333333333332,291,31
51806,7.75,291,31
51807,4.333333333333333,191,20
51811,3.9166666666666665,151,20
51812,4.166666666666667,151,20
51813,8.583333333333334,295,38
51814,7.833333333333332,295,39
51815,5.166666666666667,204,25
51816,5.5,204,25
51817,8.333333333333334,254,26
51818,7.25,254,27
51821,1.25,63,6
51822,1.25,63,6
51827,15.666666666666666,381,44
51828,17.166666666666668,381,44
51829,9.75,297,35
51830,8.583333333333334,297,30
51831,7.666666666666667,204,25
51832,5.083333333333333,204,25
51861,0.5833333333333334,13,2
51862,0.5833333333333334,13,2
51863,0.5833333333333334,13,2
51864,0.5833333333333334,13,2
51865,0.5833333333333334,13,2
51866,0.5833333333333334,13,2
51867,0.5833333333333334,13,2
51868,0.5833333333333334,13,2
51869,0.5833333333333334,13,2
51870,0.5833333333333334,13,2
51881,3.3333333333333335,107,14
51882,2.6666666666666665,107,14
51883,10.5,345,31
51884,9.25,345,31
51885,3.8333333333333335,152,18
51886,3.5833333333333335,154,18
51901,7.0,190,31
51902,6.416666666666667,194,32
51905,3.3333333333333335,93,24
51906,2.5,90,16
51907,2.0833333333333335,70,13
51908,1.9166666666666667,70,13
51909,5.666666666666667,163,36
51910,5.333333333333333,163,36
51911,5.083333333333333,163,36
51912,5.583333333333333,163,36
51913,5.5,163,32
51914,4.916666666666667,160,28
51915,1.75,52,12
51916,2.0833333333333335,51,12
51971,3.0833333333333335,122,13
51972,2.75,123,13
51973,7.166666666666667,273,34
51974,7.833333333333333,273,34
52073,6.166666666666667,202,15
52074,6.083333333333332,202,15
52075,6.0,202,16
52076,5.916666666666667,202,16
52171,10.916666666666666,186,28
52172,11.0,186,28
52173,5.166666666666667,92,15
52174,5.0,92,15
52175,4.666666666666667,92,8
52176,4.666666666666667,92,7
52177,5.666666666666667,103,14
52178,5.5,103,14
52179,3.0,70,9
52180,2.9166666666666665,70,9
52181,2.4166666666666665,58,9
52182,1.1666666666666667,27,5
52183,1.6666666666666667,39,5
52184,2.9166666666666665,70,9
52205,2.25,67,13
52206,2.1666666666666665,67,8
52207,2.25,67,13
52208,2.5,67,13
52221,2.4166666666666665,67,13
52222,2.4166666666666665,67,13
52223,2.3333333333333335,67,13
52224,2.25,67,13
52225,2.0,67,8
52226,2.25,67,13
52229,2.8333333333333335,84,15
52230,3.25,84,16
52231,2.6666666666666665,84,15
52232,2.8333333333333335,84,15
52233,2.8333333333333335,83,15
52234,3.25,84,16
52235,3.0833333333333335,83,14
52236,2.75,84,13
52239,3.1666666666666665,78,6
52240,2.5,78,6
52241,7.5,205,18
52242,7.0,205,18
52251,7.25,205,18
52252,7.25,205,19
52253,8.0,205,18
52254,6.833333333333333,205,18
52255,7.25,205,19
52256,6.5,205,18
52257,6.5,205,16
52258,6.333333333333333,205,16
52259,7.25,205,16
52260,6.833333333333333,205,16
52263,2.0,54,6
52264,2.0,54,6
52265,2.0,54,6
52266,2.0,54,6
52267,2.25,54,6
52268,2.0,54,6
52297,2.25,84,6
52298,2.75,84,6
52451,4.666666666666667,95,3
52452,4.75,95,3
52453,5.083333333333333,95,12
52454,5.0,95,14
52455,5.333333333333333,95,11
52456,5.75,95,10
52457,5.416666666666667,95,18
52458,5.75,95,18
52461,3.9166666666666665,93,17
52462,3.75,104,17
52463,6.75,156,28
52464,6.833333333333333,176,27
52465,7.25,162,30
52466,7.0,185,30
52467,7.583333333333333,162,30
52468,6.25,185,30
52469,6.666666666666667,164,25
52470,6.333333333333333,169,23
52471,9.166666666666666,192,30
52472,10.166666666666666,215,34
52473,9.75,191,34
52474,10.25,213,33
52540,7.166666666666667,87,12
52541,7.083333333333333,87,12
52570,3.25,30,5
52571,3.75,30,5
52587,2.5833333333333335,30,5
52588,2.5,30,5
52591,1.75,12,3
52592,2.0833333333333335,12,3
52593,2.0,12,3
52594,2.0,12,3
52595,2.0,12,3
52596,2.0,12,3
52597,1.75,12,3
52598,2.0,12,3
52599,2.0,12,3
52911,4.416666666666667,134,14
52912,3.9166666666666665,134,14
52913,4.833333333333333,134,14
52914,4.25,134,14
52929,7.0,189,17
52930,5.916666666666667,189,17
52931,2.5833333333333335,104,11
52932,2.4166666666666665,104,11
52933,6.333333333333333,189,17
52934,4.75,154,21
52935,4.416666666666667,154,20
52938,5.0,175,14
52939,5.166666666666667,175,14
52940,4.75,154,20
52941,4.416666666666667,154,20
52942,3.6666666666666665,154,12
52943,3.25,154,12
52944,3.9166666666666665,154,17
52945,3.75,154,17
52946,5.75,189,17
52947,2.3333333333333335,104,11
52948,2.25,104,11
52949,3.5833333333333335,95,12
52950,3.25,95,12
52951,6.166666666666667,159,19
52952,6.083333333333333,159,19
52953,3.75,70,7
52954,2.5833333333333335,70,7
52955,4.166666666666667,133,12
52956,3.8333333333333335,133,12
52963,2.3333333333333335,63,8
52964,2.5,63,8
52973,2.5,63,8
52974,2.5,63,8
52975,2.5,63,8
52976,2.5,63,8
52987,2.5,63,8
52988,2.5,63,8
53001,6.0,209,42
53002,6.75,216,36
53005,2.25,65,17
53006,1.8333333333333333,72,16
53007,4.5,131,28
53008,5.5,131,29
53009,2.0833333333333335,65,18
53010,2.1666666666666665,72,19
53011,2.0,65,15
53012,2.25,72,20
53013,2.0,72,17
53014,2.0,72,17
53015,2.0,65,16
53016,2.3333333333333335,72,16
53017,2.25,72,17
53018,2.216666666666667,72,20
53019,1.8333333333333333,65,13
53020,2.033333333333333,65,15
53021,5.166666666666667,142,25
53022,5.25,142,25
53023,1.9166666666666667,59,11
53024,1.6666666666666679,59,10
53025,1.8333333333333333,59,11
53026,2.1666666666666665,59,11
53027,3.6666666666666665,112,22
53028,3.8333333333333335,112,22
53029,8.916666666666666,217,42
53030,8.166666666666666,217,41
53031,2.0,59,11
53034,1.75,59,11
53035,4.25,87,18
53036,2.75,87,20
53037,2.3333333333333335,74,14
53038,2.4166666666666665,74,14
53041,5.333333333333333,718,118
53042,2.8333333333333335,718,107
53043,23.75,653,83
53044,23.666666666666668,653,73
53045,5.833333333333333,286,21
53046,6.083333333333333,287,20
53047,4.75,218,23
53048,5.0,218,23
53049,12.0,453,53
53050,14.833333333333334,454,50
53061,11.916666666666666,348,50
53062,12.916666666666666,346,50
53063,5.0,194,31
53064,5.916666666666667,194,31
53068,2.5833333333333335,111,19
53069,2.6666666666666665,111,19
53073,3.583333333333332,137,22
53074,3.5833333333333335,137,22
53075,1.9166666666666679,82,13
53076,2.1666666666666665,82,13
53081,1.6666666666666667,64,8
53131,18.416666666666668,571,70
53132,19.75,572,70
53137,1.9166666666666667,82,13
53138,2.1666666666666665,82,13
53139,7.416666666666668,324,18
53140,6.583333333333333,325,18
53171,5.833333333333333,231,40
53172,6.5,229,38
53175,5.833333333333333,231,35
53176,5.783333333333333,229,36
53177,5.333333333333333,230,29
53178,6.166666666666667,229,36
53179,5.583333333333333,223,35
53180,6.083333333333333,222,39
53181,5.666666666666668,230,34
53186,5.416666666666667,229,33
53207,2.3333333333333335,42,5
53208,1.5833333333333333,42,5
53209,3.5,71,8
53210,3.8333333333333335,71,8
53211,4.5,146,13
53212,5.833333333333333,146,13
53213,3.0833333333333335,94,26
53214,3.1666666666666665,88,25
53221,2.5,53,8
53222,2.5,53,8
53223,3.0,53,8
53224,3.0,53,7
53225,5.5,140,13
53226,5.883333333333334,140,13
53229,5.0,108,19
53230,4.916666666666667,108,18
53231,8.583333333333334,154,20
53232,6.416666666666667,154,20
53323,1.3333333333333333,27,7
53324,1.4166666666666667,27,7
53327,2.0833333333333335,56,12
53328,2.25,56,12
53333,1.5,27,6
53334,1.1666666666666667,27,6
53343,13.333333333333334,460,59
53344,13.166666666666666,460,58
53345,8.583333333333334,223,23
53346,7.916666666666667,223,23
53347,7.0,258,36
53348,8.083333333333334,258,35
53349,4.25,159,24
53350,4.583333333333333,159,24
53351,8.916666666666666,304,31
53352,9.333333333333334,304,31
53357,8.166666666666666,316,43
53358,8.25,316,42
53363,2.0833333333333335,85,14
53364,2.1666666666666665,85,14
53365,2.5,87,9
53366,2.5,87,9
53369,2.5,87,9
53370,2.5,87,9
53371,4.5,139,16
53372,4.333333333333333,139,16
53373,4.166666666666667,139,16
53374,4.333333333333333,139,16
53401,3.25,103,19
53402,3.0833333333333335,103,19
53403,18.366666666666667,433,66
53404,6.5,174,21
53405,3.433333333333333,137,22
53406,4.083333333333333,137,22
53408,8.75,259,46
53411,1.5,54,10
53412,1.5,54,10
53415,4.5,127,31
53416,4.083333333333333,127,31
53417,6.0,233,39
53418,6.666666666666667,233,39
53423,1.25,45,13
53424,1.4166666666666667,44,13
53431,4.833333333333333,127,31
53432,3.9166666666666665,127,31
53433,3.25,87,19
53434,2.75,87,19
53435,2.3333333333333335,65,19
53436,2.4166666666666665,65,18
53441,2.9166666666666665,71,16
53442,2.9166666666666665,72,16
53443,2.75,71,16
53444,3.0,73,18
53445,3.0,71,16
53446,2.9166666666666665,72,16
53447,2.25,50,15
53448,2.3333333333333335,51,15
53449,2.25,50,15
53450,2.3333333333333335,51,15
53451,1.3333333333333333,41,6
53452,1.4166666666666667,41,6
53479,1.3333333333333333,45,13
53480,1.4166666666666667,44,13
53481,0.4166666666666667,11,2
53482,0.4166666666666667,11,2
53483,0.4166666666666667,11,2
53484,0.4166666666666667,11,2
53485,0.4666666666666667,11,2
53486,0.4166666666666667,11,2
53487,0.4666666666666667,11,2
53488,0.4166666666666667,11,2
53489,0.4166666666666667,11,2
53490,0.4166666666666667,11,2
53491,0.4166666666666667,11,2
53492,0.4666666666666667,11,2
53493,0.4166666666666667,11,2
53494,0.4166666666666667,11,2
53495,0.4166666666666667,11,2
53496,0.4166666666666667,11,2
53497,1.6666666666666667,52,18
53498,2.1166666666666667,52,18
53511,1.0,38,7
53512,0.9166666666666666,37,7
53513,1.0,38,7
53514,1.0,37,7
53515,1.0,38,7
53516,1.0,37,7
53517,1.0,38,7
53518,0.9166666666666666,37,7
53519,0.9166666666666666,38,7
53520,0.9166666666666666,37,7
53523,6.25,188,35
53524,6.833333333333333,188,35
53525,13.666666666666666,453,63
53526,13.5,453,62
53551,1.6666666666666667,70,9
53552,1.6666666666666667,70,9
53553,1.6666666666666667,70,9
53554,1.6666666666666667,70,9
53555,1.75,70,9
53556,1.75,70,9
53611,4.583333333333333,159,24
53612,4.75,159,24
53615,6.083333333333333,174,19
53616,5.333333333333333,174,19
53623,6.416666666666667,183,20
53624,7.916666666666667,183,21
53625,5.25,129,13
53626,4.833333333333333,129,13
53627,5.416666666666667,129,12
53628,5.75,129,12
53629,4.75,129,12
53630,4.75,129,13
53631,4.083333333333333,129,12
53632,4.583333333333332,129,12
53641,2.4166666666666665,53,9
53642,1.5,53,9
53643,1.0,18,4
53644,1.0,18,4
53645,1.0,18,4
53646,1.0,18,4
53647,1.0,18,4
53648,1.0,18,4
54001,2.6666666666666665,73,20
54002,2.466666666666667,73,20
54005,3.9166666666666665,119,23
54006,4.583333333333333,141,25
54007,4.333333333333333,141,25
54008,4.166666666666667,141,25
54009,4.666666666666667,141,25
54010,0.75,33,5
54011,6.666666666666668,227,39
54012,6.466666666666667,227,39
54013,1.0833333333333333,49,7
54014,1.5833333333333333,49,7
54015,1.5833333333333333,49,7
54016,1.25,49,7
54018,1.4166666666666667,49,7
54019,1.6666666666666667,81,8
54023,1.3333333333333333,57,9
54024,4.583333333333333,127,25
54025,2.75,60,6
54026,1.75,71,6
54031,3.5833333333333335,127,25
54032,3.6666666666666665,127,25
54033,5.0,160,29
54034,3.9166666666666665,127,25
54035,6.0,199,35
54036,5.583333333333333,199,35
54037,3.4166666666666665,120,17
54038,3.0,119,17
54039,3.25,120,17
54040,3.0833333333333335,119,17
54041,3.0833333333333335,120,17
54042,3.1666666666666665,119,17
54043,8.0,327,40
54044,9.833333333333334,327,40
54045,9.166666666666666,257,34
54046,7.333333333333333,257,36
54047,2.916666666666668,120,10
54048,3.3333333333333335,119,17
54049,4.333333333333333,141,25
54050,4.25,141,25
54051,3.0833333333333335,123,14
54052,2.8333333333333335,123,14
54053,3.25,128,19
54054,3.5833333333333335,128,19
54055,5.916666666666667,160,26
54056,5.583333333333333,160,26
54057,3.666666666666668,93,24
54058,3.6666666666666665,93,24
54059,2.5,90,16
54060,3.6666666666666665,93,24
54075,13.25,408,40
54076,13.75,408,44
54077,4.416666666666667,110,18
54078,4.833333333333333,110,19
54085,2.6666666666666665,82,18
54086,3.1666666666666665,82,18
54091,0.8333333333333334,24,3
54092,0.8333333333333334,24,3
54101,6.25,208,34
54102,6.083333333333333,208,34
54103,3.0833333333333335,120,16
54104,3.1666666666666665,120,16
54107,5.166666666666667,113,19
54108,4.583333333333333,113,19
54109,6.916666666666667,214,33
54110,7.083333333333333,214,33
54152,2.75,77,13
54153,5.833333333333333,167,27
54154,5.633333333333334,167,27
54155,4.416666666666667,138,27
54156,4.166666666666667,139,27
54158,3.666666666666668,136,26
54159,11.583333333333334,397,44
54161,6.583333333333333,261,27
54162,6.666666666666667,261,28
54201,1.0833333333333333,37,7
54211,4.333333333333333,128,23
54212,4.666666666666667,128,23
54221,1.8333333333333333,57,10
54222,2.25,57,10
54223,2.4166666666666665,57,10
54224,2.0,57,10
54225,0.8333333333333334,37,5
54226,0.8333333333333334,37,5
54227,1.25,37,5
54228,0.8333333333333334,37,5
54231,3.6666666666666665,127,18
54232,4.25,127,18
54233,3.1666666666666665,127,18
54234,4.333333333333333,127,18
54237,1.5,46,7
54238,1.5,45,7
54239,1.0,38,5
54240,0.9166666666666666,38,5
54243,1.0,38,5
54244,1.0833333333333333,38,5
54251,22.833333333333332,508,74
54252,19.833333333333332,518,75
54253,9.166666666666666,225,32
54254,7.333333333333333,225,32
54255,8.916666666666666,301,43
54256,10.166666666666666,301,42
54261,3.0,75,14
54262,2.0,57,11
54263,3.5,143,21
54264,3.6666666666666665,143,21
54265,3.9166666666666665,143,21
54266,4.25,143,21
54267,0.8333333333333334,18,4
54268,0.8333333333333334,18,4
54270,0.7833333333333333,18,4
54271,7.166666666666667,198,31
54272,5.800000000000001,198,31
54273,3.4166666666666665,97,17
54274,4.333333333333333,97,17
54281,4.083333333333333,139,19
54282,4.25,139,18
54283,5.166666666666668,139,18
54284,3.8333333333333335,139,18
54291,3.6666666666666665,128,18
54292,4.25,128,18
54293,5.583333333333333,172,25
54294,6.583333333333333,172,27
54303,8.5,266,41
54304,12.583333333333334,331,47
54307,6.166666666666667,160,23
54308,6.333333333333333,160,23
54309,2.8333333333333335,82,18
54310,2.8333333333333335,82,18
54311,3.5,110,20
54312,3.75,110,20
54313,1.9166666666666667,43,9
54314,1.75,43,9
54321,4.883333333333334,64,13
54322,2.8333333333333335,64,13
54323,2.4166666666666665,98,11
54324,2.3333333333333335,97,14
54325,9.083333333333334,176,30
54326,9.0,176,30
54327,2.8333333333333335,86,11
54328,2.3333333333333335,86,11
54329,3.4166666666666665,95,16
54330,3.25,95,16
54331,2.4166666666666665,68,11
54332,2.4166666666666665,68,10
54333,12.5,323,46
54334,10.666666666666666,323,46
54335,3.8333333333333335,117,20
54336,3.9166666666666665,117,20
54341,6.416666666666667,131,21
54342,5.333333333333333,131,21
54351,6.166666666666667,164,27
54352,5.75,164,27
54353,5.833333333333333,164,22
54354,5.833333333333333,164,27
54355,2.25,78,13
54356,3.1666666666666665,78,13
54371,6.75,150,21
54372,5.166666666666667,150,21
54373,4.916666666666667,150,21
54374,5.5,150,21
54375,4.083333333333333,107,18
54376,3.9166666666666665,107,18
54377,14.5,429,62
54378,15.5,429,62
54381,3.75,106,17
54382,4.583333333333333,106,18
54383,4.0,106,18
54384,3.8333333333333335,106,17
54385,0.8333333333333334,24,3
54386,0.8333333333333334,24,3
54387,0.8333333333333334,24,3
54388,0.8333333333333334,24,3
54389,0.8333333333333334,24,3
54390,0.8333333333333334,24,3
54391,4.583333333333333,142,24
54392,4.75,142,24
54393,2.1666666666666665,53,9
54394,2.3333333333333335,53,9
54395,6.25,159,23
54396,5.5,159,23
54397,2.6666666666666665,47,9
54398,2.3333333333333335,47,9
54401,3.5833333333333335,92,14
54402,4.333333333333333,92,14
54403,3.1666666666666665,92,14
54404,2.9166666666666665,92,14
54405,3.5,92,14
54406,2.9166666666666665,92,13
54411,5.75,160,37
54412,5.416666666666667,160,37
54413,2.5,82,18
54414,2.5833333333333335,82,18
54416,2.5,82,18
54417,2.5833333333333335,82,18
54420,2.9166666666666665,82,18
54421,3.1666666666666665,82,18
54423,3.5833333333333335,119,23
54424,3.6666666666666665,119,23
54461,15.666666666666666,415,55
54462,14.75,416,56
54463,9.666666666666666,233,38
54464,11.166666666666666,233,36
54465,4.166666666666667,142,21
54466,4.583333333333333,142,21
54467,2.3333333333333335,73,10
54468,1.6666666666666667,73,10
54469,1.8333333333333333,73,10
54470,1.8333333333333333,73,10
54471,11.083333333333334,283,45
54472,11.916666666666666,283,46
54473,5.916666666666668,189,33
54474,5.083333333333333,189,28
54475,12.0,243,50
54476,11.833333333333334,243,50
54481,1.0833333333333333,22,5
54482,1.0,22,5
54483,1.0,22,5
54484,1.1666666666666667,22,5
54485,1.1666666666666667,22,5
54486,0.9166666666666666,22,5
54531,1.8333333333333333,69,8
54532,1.6666666666666667,69,8
54539,11.25,272,42
54540,10.416666666666666,272,40
54541,5.916666666666667,194,28
54542,7.083333333333333,194,28
54551,5.083333333333333,201,26
54552,5.25,201,26
54553,2.5,106,14
54555,2.3333333333333335,95,13
54556,5.333333333333333,201,24
54557,1.3333333333333333,53,7
54558,1.3333333333333333,53,7
54559,3.0,116,12
54560,3.0833333333333335,116,12
54561,2.0833333333333335,87,13
54562,2.4166666666666665,87,13
54563,2.1666666666666665,87,13
54564,2.3333333333333335,87,13
54571,3.4166666666666665,123,20
54572,3.8333333333333335,123,20
54575,2.4166666666666665,77,15
54576,2.5,77,15
54581,1.1666666666666667,43,7
54582,1.25,43,7
54601,9.333333333333334,345,38
54602,12.5,415,39
54603,5.75,209,29
54604,5.583333333333333,209,29
54605,7.75,279,35
54606,5.75,209,29
54611,2.9166666666666665,106,16
54612,2.9166666666666665,106,17
54613,3.0,106,17
54614,3.0,106,17
54615,3.3333333333333335,106,17
54616,3.0833333333333335,106,17
54621,3.0,115,18
54622,3.3333333333333335,115,18
54625,3.25,87,17
54626,3.3333333333333335,87,17
54631,5.5,207,24
54632,6.25,229,27
54633,7.083333333333333,291,36
54634,8.25,269,34
54635,6.083333333333333,209,28
54636,5.583333333333333,209,29
54637,1.5,42,7
54638,1.1666666666666667,42,7
54641,12.416666666666666,384,60
54642,11.333333333333334,384,59
54643,3.5,117,18
54644,3.4166666666666665,117,18
54645,2.8333333333333335,123,14
54646,3.4166666666666665,123,20
54651,1.3333333333333333,53,6
54654,1.5,53,6
54701,7.5,319,31
54702,10.166666666666666,394,39
54703,18.333333333333332,661,60
54704,14.833333333333334,601,56
54751,11.583333333333334,413,48
54752,10.75,412,48
54753,3.1666666666666665,126,18
54754,3.0833333333333335,126,18
54755,3.0833333333333335,126,18
54756,3.1666666666666665,126,18
