Train_No,Journey_Duration_Hours,Total_Distance,Number_of_Stops
77294,3.75,98,25
77295,6.583333333333333,171,36
77297,3.9166666666666665,130,17
77298,9.166666666666666,272,45
77401,4.0,161,12
77402,3.8333333333333335,161,12
77403,3.9166666666666665,161,12
77404,3.75,161,12
77405,0.75,14,3
77406,0.75,14,3
77414,2.8333333333333335,121,13
77415,2.8333333333333335,122,15
77416,1.4166666666666667,49,9
77417,1.3333333333333333,50,9
77418,5.25,197,22
77419,5.083333333333333,197,21
77601,1.3333333333333333,26,14
77602,1.8333333333333333,39,23
77603,1.4166666666666667,40,17
77604,1.0,25,20
77605,1.1666666666666667,27,21
77606,1.25,40,17
77607,1.0833333333333333,26,14
77608,1.0,26,14
77609,2.25,53,26
77610,1.4166666666666667,40,17
77611,0.5833333333333334,13,11
77612,0.75,13,11
77613,1.1666666666666667,40,17
77614,1.3666666666666667,40,17
77615,1.1666666666666667,26,14
77616,1.5833333333333333,26,14
77617,1.2166666666666666,40,17
77618,1.4166666666666667,40,17
77619,1.1666666666666667,26,14
77622,1.3333333333333333,52,7
77623,1.4166666666666667,52,7
77630,1.0,27,14
77631,0.4166666666666667,13,4
77632,0.4166666666666667,13,4
77633,0.3,13,4
77634,0.3333333333333333,13,4
77635,0.5833333333333334,13,4
77638,0.3333333333333333,13,4
77640,0.31666666666666665,13,4
77641,0.3,13,4
77642,0.3333333333333333,13,4
77643,0.3333333333333333,13,4
77645,0.95,27,14
77647,0.6666666666666666,13,4
77649,0.8333333333333321,27,14
77651,3.75,108,8
77652,3.75,108,8
77653,1.5,52,4
77654,1.5,52,4
77655,3.75,108,8
77656,3.75,108,8
77657,6.75,253,19
77658,7.333333333333333,253,19
77671,2.333333333333332,105,17
77672,2.4166666666666665,105,21
77673,4.25,154,18
77674,4.083333333333333,154,18
77675,3.6666666666666665,154,17
77676,3.416666666666668,59,6
77677,1.25,59,6
77678,3.6666666666666665,154,17
77679,1.8333333333333333,39,23
77680,1.25,39,23
77681,1.5,39,23
77682,1.25,39,23
77683,3.75,151,14
77684,3.25,151,14
77689,1.6666666666666667,57,5
77690,1.5833333333333333,57,5
77691,2.6666666666666665,151,14
77693,6.083333333333333,237,22
77694,6.0,237,21
77695,4.0,129,14
77696,4.5,129,14
78009,1.4166666666666667,55,8
78010,1.4166666666666667,55,8
78011,1.3333333333333333,55,8
78012,1.8333333333333333,72,11
78013,1.5833333333333333,69,10
78014,0.7833333333333333,17,5
78015,0.8,17,5
78016,1.6,69,10
78017,1.6666666666666667,69,10
78018,0.9166666666666666,17,5
78019,0.8833333333333333,17,5
78020,1.2833333333333334,51,7
78031,4.416666666666667,116,9
78032,4.416666666666667,116,9
78033,3.5,147,19
78034,3.6666666666666665,147,19
78051,2.85,113,26
78052,2.75,113,26
78053,2.7666666666666666,113,26
78054,2.8333333333333335,113,26
78055,2.85,113,26
78056,2.75,113,26
78057,1.0,40,8
78058,0.9166666666666666,40,8
78059,2.85,113,26
78060,2.7333333333333334,113,26
78061,2.683333333333333,113,26
78101,2.0833333333333335,96,15
78102,2.1666666666666665,96,15
78103,3.9166666666666665,150,23
78104,4.416666666666667,150,23
78502,1.0,27,8
78503,4.25,165,28
78504,3.6666666666666665,165,28
78505,1.6666666666666667,73,10
78511,0.6666666666666666,16,4
78512,0.6666666666666666,16,4
78513,0.6666666666666666,16,4
78514,0.6666666666666666,16,4
78515,0.6666666666666666,16,4
78516,0.6666666666666666,16,4
78517,0.6666666666666666,16,4
78518,0.6666666666666666,16,4
78519,0.6666666666666666,16,4
78520,0.6666666666666666,16,4
78531,1.4166666666666667,60,10
78534,3.0833333333333335,142,18
78801,2.5,89,16
78802,2.3333333333333335,87,16
78803,2.5833333333333335,89,16
78804,2.3333333333333335,87,16
78805,2.3333333333333335,89,16
78806,2.5833333333333335,87,16
78807,1.75,60,12
78808,1.5833333333333333,58,12
78809,2.333333333333332,89,16
78810,2.3333333333333335,87,16
78811,1.3333333333333333,47,9
78812,1.3333333333333333,46,9
78813,1.3333333333333333,47,9
78814,1.3333333333333333,46,9
78815,3.75,149,19
78816,3.25,129,18
78817,2.0833333333333335,89,10
78818,2.5833333333333335,104,11
78819,7.666666666666668,249,28
78820,5.916666666666667,249,28
78821,2.75,89,16
78822,2.5833333333333335,87,16
78824,2.0,89,10
78825,2.0,87,10
78826,2.0,87,10
78827,2.0,89,10
79301,6.416666666666668,242,26
79302,7.083333333333333,242,26
79303,4.25,188,19
79304,4.0,188,18
79305,3.8333333333333335,139,20
79306,3.6666666666666665,139,20
79307,1.0,21,6
79308,0.9166666666666666,21,6
79309,4.0,139,20
79310,3.8333333333333335,139,20
79311,0.9166666666666666,21,6
79312,0.9166666666666666,21,6
79313,4.083333333333333,139,20
79314,3.8333333333333335,139,20
79315,0.9166666666666666,21,6
79316,0.9166666666666666,21,6
79317,3.9166666666666665,139,20
79318,3.6666666666666665,139,20
79319,0.9166666666666666,21,6
79320,0.9166666666666666,21,6
79321,0.9166666666666666,21,6
79322,0.9166666666666666,21,6
79323,0.9166666666666666,21,6
79324,0.9166666666666666,21,6
79325,0.9166666666666666,21,6
79326,0.9166666666666666,21,6
79413,1.75,51,13
79414,1.5,51,13
79415,1.75,51,13
79416,1.5,51,13
79417,1.6666666666666667,51,13
79418,1.6666666666666667,51,13
79419,1.6666666666666667,51,13
79420,1.6666666666666667,51,13
79421,1.6666666666666667,51,13
79422,1.6666666666666667,51,13
79423,1.75,51,13
79424,1.6666666666666667,51,13
79425,1.6666666666666667,51,13
79426,1.5,51,13
79427,1.6666666666666667,51,13
79428,1.6666666666666667,51,13
79429,1.9166666666666679,63,5
79430,1.5,63,5
79431,1.6666666666666667,68,10
79432,2.25,68,10
79433,3.0833333333333335,109,15
79434,2.9166666666666665,109,15
79435,3.0,109,15
79436,2.8333333333333335,109,15
79437,3.25,118,17
79438,2.8333333333333335,117,17
79441,0.75,28,5
79442,0.75,28,5
79443,0.8333333333333334,28,5
79444,0.75,28,5
79445,3.5833333333333335,98,14
79446,0.75,28,5
79447,0.75,28,5
79448,0.75,28,6
79449,1.5,47,7
79450,1.5,47,7
79451,0.75,28,5
79452,0.75,28,5
79453,0.75,28,5
79454,4.0,98,16
79455,2.8333333333333335,105,19
79456,2.9166666666666665,105,19
79457,1.0,36,2
79458,1.0,36,2
79459,1.0,36,2
79460,1.0,36,2
79481,1.9166666666666667,39,2
79482,1.75,39,2
79483,1.75,39,2
79484,1.8333333333333333,39,2
79485,1.8333333333333333,1,2
79486,1.8333333333333333,1,2
79487,1.8333333333333333,1,2
79488,1.8333333333333333,1,2
79489,1.8333333333333333,1,2
79490,1.8333333333333333,1,2
82355,3.0833333333333335,1712,7
82601,12.916666666666666,649,11
82606,12.0,649,15
82631,12.75,695,13
82635,16.0,849,18
82651,8.916666666666666,3211,22
82652,9.333333333333334,3212,22
82653,19.083333333333332,2440,22
82654,19.833333333333332,2440,18
82665,6.149999999999999,668,15
82666,6.133333333333333,663,15
90540,1.7166666666666666,60,2
90981,1.4333333333333333,59,2
91392,0.35,10,2
91393,0.3333333333333333,10,2
91394,0.3333333333333333,10,2
91395,0.3333333333333333,10,2
91396,0.35,10,2
91491,0.3333333333333333,10,2
93001,1.25,63,2
93002,1.9,101,2
93003,1.3,63,2
93004,1.3333333333333333,63,2
93005,2.533333333333333,123,2
93006,2.7333333333333334,123,2
93007,2.933333333333333,123,2
93008,1.8833333333333333,89,2
93009,2.2,101,2
93010,1.25,63,2
93011,1.4166666666666667,63,2
93012,1.25,63,2
93013,1.8166666666666667,89,2
93014,1.25,63,2
93015,2.8666666666666667,123,2
93016,2.5833333333333335,123,2
93017,1.3333333333333333,63,2
93018,1.25,63,2
93019,1.3333333333333333,63,2
93020,2.216666666666667,113,2
93021,1.3333333333333333,63,2
93022,2.45,113,2
93023,1.6666666666666667,63,2
93024,1.25,63,2
93025,2.716666666666667,123,2
93026,2.65,123,2
93027,2.466666666666667,113,2
93028,2.7666666666666666,123,2
93029,2.4166666666666665,113,2
93030,2.533333333333333,123,2
93031,1.25,63,8
93032,1.25,63,2
93033,2.6333333333333333,123,2
93034,1.25,63,9
93101,1.3,63,9
93102,1.3333333333333333,63,9
93103,2.533333333333333,123,17
93104,1.25,63,9
93105,1.4166666666666667,63,9
93109,1.3333333333333333,63,9
95001,0.9333333333333333,49,10
95002,0.9666666666666667,49,8
95003,0.9666666666666667,49,10
95004,1.0333333333333334,49,8
95005,0.9666666666666667,49,10
95006,0.9666666666666667,49,8
95007,0.95,49,10
95008,0.9666666666666667,49,8
95009,0.95,49,10
95010,0.9666666666666667,49,8
95011,0.9333333333333333,49,10
95012,0.9833333333333333,49,8
95013,0.95,49,8
95101,0.8666666666666667,46,9
95102,0.8333333333333334,46,7
95103,0.8833333333333333,46,9
95104,0.8333333333333334,46,7
95105,0.85,46,9
95106,0.85,46,7
95107,0.8333333333333334,46,9
95108,0.85,46,7
95109,0.8333333333333334,46,9
95110,0.8333333333333334,46,7
95111,0.8333333333333334,46,9
95112,0.8333333333333334,46,7
95113,0.85,46,9
95114,0.8333333333333334,46,7
95115,0.8333333333333334,46,9
95116,0.8333333333333334,46,7
95117,0.8333333333333334,46,9
95118,0.85,46,7
95119,0.8333333333333334,46,9
95120,0.8333333333333334,46,7
95121,0.8666666666666667,46,9
95122,0.8333333333333334,46,7
95123,0.8333333333333334,46,9
95124,0.85,46,7
95125,0.8333333333333334,46,9
95126,0.8333333333333334,46,7
95127,0.85,46,9
95128,0.8333333333333334,46,7
95129,0.8666666666666667,46,9
95130,0.8333333333333334,46,7
95131,0.8333333333333334,46,9
95132,0.8333333333333334,46,7
95134,0.85,46,7
95136,0.8333333333333334,46,7
95138,0.8333333333333334,46,7
95140,0.8666666666666667,46,7
95142,0.8333333333333334,46,7
95144,0.8333333333333334,46,7
95201,0.3,14,5
95202,0.31666666666666665,14,3
95203,0.36666666666666664,14,5
95204,0.3,14,3
95205,0.31666666666666665,14,5
95206,0.31666666666666665,14,3
95207,0.3333333333333333,14,5
95208,0.3333333333333333,14,3
95209,0.31666666666666665,14,5
95210,0.31666666666666665,14,3
95211,0.31666666666666665,14,5
95212,0.3333333333333333,14,3
95213,0.31666666666666665,14,5
95214,0.3333333333333333,14,3
95215,0.36666666666666664,14,5
95216,0.3333333333333333,14,3
95217,0.35,14,5
95218,0.31666666666666665,14,3
95219,0.31666666666666665,14,5
95220,0.31666666666666665,14,3
95221,0.3,14,5
95222,0.31666666666666665,14,3
95223,0.35,14,5
95224,0.31666666666666665,14,3
95225,0.3333333333333333,14,5
95226,0.31666666666666665,14,3
95227,0.31666666666666665,14,5
95228,0.31666666666666665,14,3
95229,0.3333333333333333,14,5
95230,0.3333333333333333,14,3
95231,0.3333333333333333,14,5
95232,0.31666666666666665,14,3
95233,0.3333333333333333,14,5
95234,0.35,14,3
95235,0.31666666666666665,14,5
95236,0.31666666666666665,14,3
95237,0.31666666666666665,14,5
95239,0.35,14,5
95241,0.35,14,5
95301,0.2,6,4
95302,0.2,6,2
95303,0.21666666666666667,6,4
95304,0.2,6,2
95305,0.2,6,4
95306,0.2,6,2
95307,0.2,6,4
95308,0.2,6,2
95309,0.21666666666666667,6,4
95310,0.2,6,2
95311,0.23333333333333334,6,4
95312,0.2,6,2
95313,0.2,6,4
95314,0.2,6,2
95315,0.2,6,4
95316,0.2,6,2
95317,0.18333333333333332,6,4
95318,0.21666666666666667,6,2
95319,0.21666666666666667,6,4
95320,0.2,6,2
95321,0.18333333333333332,6,4
95322,0.2,6,2
95323,0.2,6,4
95324,0.2,6,2
95325,0.2,6,4
95326,0.2,6,2
95327,0.23333333333333334,6,4
95328,0.2,6,2
95329,0.2,6,4
95330,0.2,6,2
95331,0.2,6,4
95332,0.2,6,2
95334,0.23333333333333334,6,2
95336,0.21666666666666667,6,2
95338,0.21666666666666667,6,2
95340,0.21666666666666667,6,2
95342,0.2,6,2
95401,1.2666666666666666,67,12
95402,1.1666666666666667,67,10
95403,1.1666666666666667,67,12
95404,1.1833333333333333,67,10
95405,1.1833333333333333,67,12
95406,1.2166666666666666,67,10
95407,1.2166666666666666,67,12
95408,1.2,67,10
95409,1.1666666666666667,67,12
95410,1.1833333333333333,67,10
95411,1.1666666666666667,67,12
95412,1.1666666666666667,67,10
95413,1.1666666666666667,67,12
95414,1.1833333333333333,67,10
95415,1.1666666666666667,67,12
95416,1.1833333333333333,67,10
95417,1.1666666666666667,67,12
95418,1.1666666666666667,67,10
95419,1.2,67,12
95420,1.1833333333333333,67,10
95421,1.1833333333333333,67,12
95422,1.1833333333333333,67,10
95423,1.1833333333333333,67,12
95424,1.1666666666666667,67,10
95425,1.1833333333333333,67,12
95426,1.1666666666666667,67,10
95428,1.1666666666666667,67,10
95430,1.1666666666666667,67,10
95501,0.5833333333333334,32,7
95502,0.6,32,5
95503,0.65,32,7
95504,0.6166666666666667,32,5
95505,0.5833333333333334,32,7
95506,0.6166666666666667,32,5
95507,0.5833333333333334,32,7
95508,0.5833333333333334,32,5
95509,0.6,32,7
95510,0.5833333333333334,32,5
95511,0.6,32,7
95512,0.6666666666666666,32,5
95513,0.6333333333333333,32,7
95514,0.6,32,5
95515,0.6333333333333333,32,7
95516,0.6166666666666667,32,5
95517,0.5833333333333334,32,7
95601,0.26666666666666666,10,4
95602,0.25,10,2
95603,0.2833333333333333,10,4
95604,0.25,10,2
95605,0.26666666666666666,10,4
95606,0.26666666666666666,10,2
95607,0.25,10,4
95608,0.25,10,2
95609,0.26666666666666666,10,4
95610,0.25,10,2
95611,0.25,10,4
95612,0.25,10,2
95613,0.26666666666666666,10,4
95614,0.25,10,2
95615,0.25,10,4
95616,0.25,10,2
95617,0.26666666666666666,10,4
95619,0.25,10,4
95701,1.0,53,7
95702,1.3333333333333333,53,17
95703,1.0,53,9
95704,1.0333333333333334,53,9
95705,0.9833333333333333,53,9
95706,0.9833333333333333,44,12
95707,1.2,53,16
95708,1.2333333333333334,53,13
95709,1.2,53,16
95710,1.2666666666666666,53,14
95711,1.2166666666666666,53,17
95712,1.0333333333333334,53,9
95713,0.8166666666666667,44,6
95714,1.2666666666666666,53,14
95715,1.2166666666666666,53,14
95716,1.2666666666666666,53,13
95717,1.0333333333333334,53,8
95718,1.25,53,14
95719,1.0333333333333334,53,8
95720,1.2333333333333334,53,14
95721,1.2,53,19
95722,0.8333333333333334,44,6
95723,0.8166666666666667,44,7
95724,1.0166666666666666,53,8
95725,0.7833333333333333,44,7
95726,1.0333333333333334,53,8
95727,1.2333333333333334,53,14
95728,1.25,53,14
95729,1.0,44,12
95730,0.8166666666666667,44,6
95731,1.2333333333333334,53,13
95732,1.2,53,13
95733,1.2166666666666666,53,14
95734,0.75,44,6
95735,1.0,44,12
95736,1.2166666666666666,53,13
95737,1.3,53,14
95738,1.25,53,14
95739,1.05,53,9
95740,1.0333333333333334,53,2
95741,1.2666666666666666,53,14
95742,1.2166666666666666,53,14
95743,1.35,53,17
95744,1.0333333333333334,53,8
95745,1.0333333333333334,53,9
95746,1.0,53,9
95801,1.0833333333333333,48,11
95802,1.1166666666666667,48,12
95804,1.1,48,11
95805,1.1666666666666667,48,14
95808,1.1166666666666667,48,11
95901,0.65,33,6
95902,0.7333333333333333,33,7
95903,0.7,33,7
95904,0.75,33,7
95905,0.6833333333333333,33,5
95906,0.7166666666666667,33,7
95907,0.6833333333333333,33,6
95908,0.75,33,7
95909,0.6833333333333333,33,6
95910,0.7166666666666667,33,7
95911,0.7,33,6
95912,0.7333333333333333,33,7
95913,0.8333333333333334,33,10
95917,0.7166666666666667,33,6
95919,0.85,33,9
96001,0.08333333333333333,2,2
96002,0.11666666666666667,2,2
96003,0.9666666666666667,49,10
96004,0.11666666666666667,2,2
96005,0.08333333333333333,2,2
96006,0.11666666666666667,2,2
96007,0.08333333333333333,2,2
96008,0.11666666666666667,2,2
96009,0.08333333333333333,2,2
96010,0.11666666666666667,2,2
96011,0.08333333333333333,2,2
96012,0.11666666666666667,2,2
96013,0.08333333333333333,2,2
96014,0.11666666666666667,2,2
96015,0.08333333333333333,2,2
96016,0.11666666666666667,2,2
96017,0.08333333333333333,2,2
96018,0.11666666666666667,2,2
96019,0.9499999999999993,49,10
96020,1.0,49,8
96022,0.11666666666666667,2,2
96101,0.8833333333333333,46,9
96102,0.8666666666666667,46,7
96103,0.85,46,9
96104,0.85,46,7
96105,0.85,46,9
96106,0.85,46,7
96107,0.8666666666666667,46,9
96108,0.85,46,7
96109,0.85,46,9
96110,0.85,46,7
96111,1.0166666666666666,46,9
96112,0.8333333333333334,46,7
96113,0.8666666666666667,46,9
96114,2.3500000000000014,99,30
96115,0.85,46,9
96116,2.3000000000000007,99,30
96117,0.85,46,9
96119,0.85,46,9
96121,0.85,46,9
96201,0.3333333333333333,14,5
96202,0.3,14,3
96203,0.3,14,5
96204,0.3,14,3
96205,0.3333333333333333,14,5
96206,0.2833333333333333,14,3
96207,0.3333333333333333,14,5
96208,0.3333333333333333,14,3
96209,0.35,14,5
96210,0.31666666666666665,14,3
96211,0.35,14,5
96212,0.3333333333333333,14,3
96213,0.3333333333333333,14,5
96214,0.4166666666666667,14,3
96215,0.31666666666666665,14,5
96216,0.35,14,3
96217,0.3333333333333333,14,5
96218,0.31666666666666665,14,3
96219,0.3333333333333333,14,5
96220,0.31666666666666665,14,3
96221,0.31666666666666665,14,5
96222,0.35,14,3
96223,0.3333333333333333,14,5
96224,0.35,14,3
96225,0.3333333333333333,14,5
96226,0.31666666666666665,14,3
96227,0.3333333333333333,14,5
96228,0.31666666666666665,14,3
96232,0.35,14,3
96234,0.3333333333333333,14,3
96236,1.8000000000000007,67,26
96301,0.21666666666666667,6,4
96302,0.21666666666666667,6,2
96303,0.21666666666666667,6,4
96304,0.2,6,2
96305,0.23333333333333334,6,4
96306,0.21666666666666667,6,2
96307,0.2,6,4
96308,0.2,6,2
96309,0.21666666666666667,6,4
96310,0.2,6,2
96311,0.2,6,4
96312,0.23333333333333334,6,2
96313,0.21666666666666667,6,4
96314,0.21666666666666667,6,2
96315,0.2,6,4
96316,0.2,6,2
96317,0.21666666666666667,6,4
96318,0.2,6,2
96319,0.21666666666666667,6,4
96320,0.21666666666666667,6,2
96321,0.21666666666666667,6,4
96322,0.2,6,2
96323,0.21666666666666667,6,4
96324,0.21666666666666667,6,2
96325,0.21666666666666667,6,4
96326,0.2,6,2
96327,0.21666666666666667,6,4
96328,0.2,6,2
96329,0.23333333333333334,6,4
96330,0.21666666666666667,6,2
96331,0.21666666666666667,6,4
96332,0.2,6,2
96333,0.21666666666666667,6,4
96334,0.2,6,2
96335,0.21666666666666667,6,4
96336,1.7,59,25
96337,0.2,6,4
96339,0.23333333333333334,6,4
96341,0.23333333333333334,6,4
96343,0.21666666666666667,6,4
96345,0.21666666666666667,6,4
96401,1.2833333333333334,67,12
96402,1.1666666666666667,67,10
96403,1.2166666666666666,67,12
96404,1.1666666666666667,67,10
96405,1.1666666666666667,67,12
96406,1.2,67,10
96407,1.15,67,12
96409,1.1666666666666679,67,12
96501,0.35,21,4
96502,0.6333333333333333,32,5
96503,0.5833333333333334,32,7
96504,0.6166666666666667,32,5
96505,0.6166666666666667,32,7
96506,0.6166666666666667,32,5
96507,0.6,32,7
96508,0.6,32,5
96509,0.5833333333333334,32,7
96510,0.6,32,5
96511,0.5833333333333334,32,7
96512,0.6,32,5
96513,0.5833333333333334,32,7
96514,0.5833333333333334,32,5
96515,0.6,32,7
96516,0.6166666666666667,32,5
96517,0.5833333333333334,32,7
96518,0.6166666666666667,32,5
96519,0.5833333333333334,32,7
96520,0.6666666666666666,32,5
96521,0.5833333333333334,32,7
96522,0.5666666666666667,32,5
96524,0.5666666666666664,32,5
96601,0.25,10,4
96602,0.25,10,2
96603,0.25,10,4
96604,0.25,10,2
96605,0.25,10,4
96606,0.25,10,2
96607,0.25,10,4
96608,0.25,10,2
96609,0.25,10,4
96610,0.25,10,2
96611,0.23333333333333334,10,4
96612,0.18333333333333332,10,2
96613,0.25,10,4
96614,0.25,10,2
96615,0.25,10,4
96616,0.25,10,2
96617,0.25,10,4
96618,0.2833333333333333,10,2
96619,0.25,10,4
96620,0.25,10,2
96621,0.25,10,4
96622,0.2833333333333333,10,2
96623,0.25,10,4
96624,0.2833333333333333,10,2
96625,0.25,10,4
96626,0.25,10,2
96627,0.23333333333333334,10,4
96628,0.25,10,2
96629,0.23333333333333334,10,4
96630,0.25,10,2
96631,0.25,10,4
96632,0.25,10,2
96633,0.25,10,4
96634,0.25,10,2
96635,0.25,10,4
96636,0.25,10,2
96637,0.26666666666666666,10,4
96638,0.25,10,2
96639,0.25,10,4
96640,0.26666666666666666,10,2
96641,0.25,10,4
96642,0.25,10,2
96643,0.25,10,4
96644,0.25,10,2
96645,0.25,10,4
96646,0.26666666666666666,10,2
96647,0.25,10,4
96648,0.25,10,2
96649,0.25,10,4
96650,0.26666666666666666,10,2
96651,0.25,10,4
96652,0.25,10,2
96653,0.25,10,4
96654,0.25,10,2
96655,0.25,10,4
96656,0.25,10,2
96657,1.716666666666665,64,27
96658,0.26666666666666666,10,2
96660,0.25,10,2
97000,1.4666666666666666,53,2
97001,0.9333333333333333,35,14
97002,1.45,53,24
97003,0.95,35,14
97004,1.45,53,24
97005,0.95,35,14
97006,1.4666666666666666,53,24
97007,0.95,35,14
97008,1.45,53,24
97009,0.95,35,14
97010,1.4666666666666666,53,24
97011,1.5,53,24
97012,1.1333333333333333,44,17
97013,0.9666666666666667,35,13
97014,1.45,53,24
97015,1.4666666666666666,53,24
97016,1.5,53,24
97017,1.4666666666666666,53,24
97018,1.4666666666666666,53,24
97019,1.4666666666666666,53,24
97020,1.4666666666666666,53,24
97021,1.4666666666666666,53,24
97022,1.4833333333333334,53,24
97023,1.1333333333333333,44,17
97024,1.4833333333333334,53,24
97025,1.4333333333333333,53,24
97026,1.15,44,17
97027,1.45,53,24
97028,1.1666666666666667,44,17
97029,1.45,53,23
97030,1.5,53,24
97031,1.5,53,24
97032,1.5166666666666666,53,24
97033,0.5333333333333333,20,8
97034,1.4833333333333334,53,24
97035,1.1833333333333333,44,17
97036,1.4666666666666666,53,24
97037,1.4833333333333334,53,24
97038,1.4666666666666666,53,24
97039,1.45,53,24
97040,1.4666666666666666,53,24
97041,1.4666666666666666,53,24
97042,0.9833333333333333,37,15
97043,1.2,44,17
97044,1.4666666666666666,53,24
97045,1.2,44,17
97046,0.5166666666666667,20,8
97047,1.4833333333333334,53,24
97048,1.5,53,24
97049,1.45,53,24
97050,1.2,44,17
97051,1.0333333333333334,37,15
97052,1.5,53,24
97053,1.45,53,24
97054,1.4833333333333334,53,24
97055,1.45,53,24
97056,0.5166666666666667,20,8
97057,1.4833333333333334,53,24
97058,1.4666666666666666,53,24
97059,1.45,53,24
97060,1.4666666666666666,53,24
97061,1.45,53,24
97062,1.4833333333333334,53,24
97063,1.15,44,17
97064,0.9666666666666667,37,15
97065,1.5166666666666666,53,24
97066,1.4666666666666666,53,24
97067,1.5333333333333334,53,24
97068,1.4666666666666666,53,24
97069,1.45,53,24
97070,1.4833333333333334,53,24
97071,1.45,53,24
97072,1.15,44,17
97073,0.5333333333333333,20,8
97074,1.5166666666666666,53,24
97075,1.45,53,24
97076,1.4833333333333334,53,24
97077,0.9833333333333333,37,15
97078,1.4666666666666666,53,24
97079,1.45,53,24
97080,1.4833333333333334,53,24
97081,1.4666666666666666,53,24
97082,1.4666666666666666,53,24
97083,1.45,53,24
97084,1.45,53,24
97085,1.45,53,24
97086,0.5166666666666667,20,8
97087,1.1666666666666667,44,17
97088,1.5333333333333334,53,24
97089,1.45,53,24
97090,1.4833333333333334,53,24
97091,1.4833333333333334,53,24
97092,1.15,44,17
97093,1.45,53,24
97094,1.5166666666666666,20,8
97095,1.4833333333333334,53,24
97096,1.4333333333333333,53,24
97097,1.0,37,15
97098,1.1333333333333333,44,17
97099,0.9833333333333333,35,14
97100,1.4666666666666666,53,24
97101,1.5,53,24
97102,1.4833333333333334,53,24
97103,1.5,53,24
97104,1.5,53,24
97105,1.4833333333333334,53,24
97106,1.4666666666666666,53,24
97107,1.15,44,17
97108,1.4666666666666666,53,24
97109,0.9166666666666666,35,14
97110,1.1333333333333333,44,17
97111,1.4666666666666666,53,24
97112,1.45,53,24
97113,1.4666666666666666,53,24
97114,1.4666666666666666,53,24
97115,1.2166666666666666,44,17
97116,0.9666666666666667,37,15
97117,1.4833333333333334,53,24
97118,0.5166666666666667,20,8
97119,1.4666666666666666,53,24
97120,1.2,44,17
97121,1.1833333333333333,44,17
97122,1.5,53,24
97123,1.2333333333333334,44,17
97124,1.4833333333333334,53,24
97125,1.4666666666666666,53,24
97126,1.1333333333333333,44,17
97127,1.4666666666666666,53,24
97128,1.45,53,24
97129,1.4666666666666666,53,24
97130,0.5333333333333333,20,8
97131,1.0166666666666666,37,15
97132,1.1833333333333333,44,17
97133,1.4666666666666666,53,24
97134,1.1666666666666667,44,17
97135,1.1666666666666667,44,17
97136,1.45,53,24
97137,1.2,44,17
97138,1.15,44,17
97139,1.4833333333333334,53,24
97140,1.0,37,15
97141,1.2,44,17
97142,1.5166666666666666,53,24
97143,1.1833333333333333,44,17
97144,1.4666666666666666,53,24
97145,1.1666666666666667,44,17
97146,1.4833333333333334,53,24
97147,1.4666666666666666,53,24
97148,0.9833333333333333,37,15
97149,1.4666666666666666,53,24
97150,0.533333333333335,20,8
97151,1.4833333333333334,53,24
97152,0.5166666666666657,20,8
97153,1.4833333333333334,53,24
97155,1.1499999999999986,44,17
97201,1.3,48,22
97202,1.3166666666666667,48,22
97203,1.3,48,22
97204,1.35,48,22
97205,1.3,48,22
97206,1.3333333333333333,48,22
97207,1.3,48,22
97208,1.35,48,22
97209,1.3,48,22
97210,1.35,48,22
97211,1.2833333333333334,48,22
97212,1.0333333333333334,39,15
97213,1.3166666666666667,48,22
97214,1.3333333333333333,48,22
97215,1.2833333333333334,48,22
97216,1.3333333333333333,48,22
97217,1.2833333333333334,48,22
97218,1.3666666666666667,48,22
97219,1.3166666666666667,48,22
97220,1.3333333333333333,48,22
97221,1.3,48,22
97222,1.3333333333333333,48,22
97223,1.3,48,22
97224,1.3666666666666667,48,22
97225,1.3,48,22
97226,1.3333333333333333,48,22
97227,1.35,48,22
97228,1.35,48,22
97229,1.3166666666666667,48,22
97230,1.3333333333333333,48,22
97231,1.3,48,22
97232,1.3166666666666667,48,22
97233,1.2833333333333334,48,22
97234,1.0333333333333334,39,15
97235,1.0333333333333334,39,15
97236,1.3166666666666667,48,22
97237,1.0,39,15
97238,1.3333333333333333,48,22
97239,1.35,48,22
97240,1.3166666666666667,48,22
97241,1.3166666666666667,48,22
97242,1.3833333333333333,48,22
97243,1.3166666666666667,48,22
97244,1.3666666666666667,48,22
97245,1.3,48,22
97246,1.3333333333333333,48,22
97247,1.0333333333333334,39,15
97248,1.35,48,22
97249,1.3,48,22
97250,1.3333333333333333,48,22
97251,1.3,48,22
97252,1.4,48,22
97253,1.3333333333333333,48,22
97254,1.0166666666666666,39,15
97255,1.3,48,22
97256,1.35,48,22
97258,1.35,48,22
97260,1.0,39,15
97301,0.9333333333333333,33,17
97302,0.9333333333333333,33,17
97303,0.9333333333333333,33,17
97304,0.9333333333333333,33,17
97305,0.9333333333333333,33,17
97306,0.9333333333333333,33,17
97307,0.9333333333333333,33,17
97308,0.9333333333333333,33,17
97309,0.9333333333333333,33,17
97310,0.9666666666666667,33,17
97311,0.9333333333333333,33,17
97312,0.9333333333333333,33,17
97313,0.9333333333333333,33,17
97314,0.9666666666666667,33,17
97315,0.9333333333333333,33,17
97316,0.9333333333333333,33,17
97317,0.9333333333333333,33,17
97318,0.9333333333333333,33,17
97319,0.9333333333333333,33,17
97320,0.9333333333333333,33,17
97321,0.9333333333333333,33,17
